"(Motor wird angelassen);der Motor [Noun]:Maschine, die durch Umwandlung von Energie Kraft zum Antrieb erzeugt Kraft, die etwas antreibt; jemand, der etwas voranbringt Maschine, die durch Umwandlung von Energie Kraft zum Antrieb erzeugt© Bibliographisches Institut, Mannheim/Bildarchiv Paturi© Bibliographisches Institut, Mannheim/Bildarchiv PaturiAusspracheauch:.;german,de,sentence::mining,Tatort,sentence::recognition"
"(Motor wird angelassen);None angelassen [?]:None;german,de,sentence::mining,Tatort,sentence::recognition"
"Motorhaube und Kofferraum öffnen,;die Motorhaube [Noun]:den Motor schützender, hochklappbarer Deckel am Auto; Kurzform: Haube.;german,de,sentence::mining,Tatort,sentence::recognition"
"Motorhaube und Kofferraum öffnen,;der Kofferraum [Noun]:von außen zugänglicher Bereich, meist im Heck des Pkws, in dem größeres Gepäck verstaut werden kann© George Dolgikh - Fotolia.com© George Dolgikh - Fotolia.com.;german,de,sentence::mining,Tatort,sentence::recognition"
"Motorhaube und Kofferraum öffnen,;None öffnen [Verb]:bewirken, dass etwas offen ist jemandem, der Einlass begehrt, die tür aufschließen, aufmachen mit der Geschäftszeit, den Dienststunden beginnen; aufmachen geöffnet werden sich entfalten, sich auseinanderfalten sich einem Menschen, einer Sache innerlich aufschließen; aufgeschlossen sein für jemanden, etwas sich jemandem erschließen, darbieten, auftun bewirken, dass etwas offen istBeispieledie Tür, das Fenster öffnendie Fensterläden, das Verdeck, eine Schublade, ein Schiebedach, ein Schließfach öffneneine Dose, einen Kasten, eine Tafel Schokolade öffneneinen Wasserhahn, ein Ventil öffnen sie öffnete das Buch die Bluse, den Mantel, den Kragenknopf öffnen den Reißverschluss öffnen mit geöffnetem Mund atmendie Arme weit öffnen eine Leiche öffnen die Augen öffnen die Faust, die Hand öffnen<in übertragener Bedeutung>: die Grenzen öffnen.;german,de,sentence::mining,Tatort,sentence::recognition"
"Machen Sie den Koffer auf!;der Koffer [Noun]:größeres rechteckiges Behältnis mit aufklappbarem Deckel und Handgriff zum Tragen an einer Schmalseite, das dazu bestimmt ist, Kleider und andere für die Reise notwendige Dinge aufzunehmen© MEV Verlag, Augsburg© MEV Verlag, AugsburgBeispieleein großer, schwerer, handlicher, lederner, schwarzer Kofferein Koffer aus Leder, Pappe, Kunststoff, Aluminiumein praktischer Koffer für das Werkzeug, die Bohrmaschine, die Fotoausrüstung, den Schmuckein Koffer voll Gelddie Koffer packen, auspackeneinen Koffer aufgebenetwas in den Koffer packen, tun.;german,de,sentence::mining,Tatort,sentence::recognition"
"Die Sitzbank, bitte!;die Sitzbank [Noun]:Bench as seating bench under trees - © MEV Verlag, Augsburg bench under trees - © MEV Verlag, Augsburg Bank als SitzmöbelSitzbank unter Bäumen - © MEV Verlag, AugsburgSitzbank unter Bäumen - © MEV Verlag, Augsburg.;german,de,sentence::mining,Tatort,sentence::recognition"
"Das Kind schläft.;None schläft [?]:None;german,de,sentence::mining,Tatort,sentence::recognition"
"Und außerdem geht es ihm nicht gut.;None außerdem [Adverb]:darüber hinaus, überdiesBeispieleder Angeklagte ist außerdem vorbestraft…, und außerdem ist es gesünderes gab Bier und außerdem Sekt.;german,de,sentence::mining,Tatort,sentence::recognition"
"Und außerdem geht es ihm nicht gut.;None gut [Adjective]:den Ansprüchen genügend; von zufriedenstellender Qualität, ohne nachteilige Eigenschaften oder Mängel gute Leistungen erbringend, seine Aufgabe zur Zufriedenheit erfüllend wirksam, nützlich für etwas günstig, passend, geeignet angenehm, erfreulich; sich positiv auswirkend groß, reichlich reichlich bemessen tadellos, anständig moralisch einwandfrei, wertvoll jemandem in engerer Beziehung zugetan und sich ihm gegenüber entsprechend verhaltend; freundlich gesinnt nicht für den alltäglichen Gebrauch bestimmt, besonderen, feierlichen Anlässen vorbehalten leicht, mühelos geschehend, sich machen lassend den Ansprüchen genügend; von zufriedenstellender Qualität, ohne nachteilige Eigenschaften oder MängelBeispielegute Qualität, Ware, Nahrungein guter Wein, Apfel, Stoff, Film, Witzein gutes Werkzeug, Bucheine gute Leistung, Arbeitdas ist kein gutes Deutschbei bester Gesundheit seinsie hat eine gute Drei in Deutschein gutes Gedächtnis, Gehör habengute Augen, Ohren haben aus gutem Grund ist das sogute Buttereinen guten Geschmack habendein Vorschlag ist sehr gutihr ist nichts gut genug eine gut fundierte Ausbildunggut informierte, unterrichtete Kreise also gutgut! schon gut nun gutdas ist ja alles gut und schön , aber trotzdem will ich nichtgut lesen, schwimmen könnensie spielt besser Klavier als die anderndas kann er am bestenein gut sitzender Anzugsein Aufsatz wurde mit »gut«, »sehr gut« bewertetseine Sache gut machendas Kind lernt gut etwas für gut befindendas Kostüm sitzt guteine gut angezogene Frau<substantiviert>: etwas Gutes kochendaraus kann nichts Gutes werden.;german,de,sentence::mining,Tatort,sentence::recognition"
"Handschuhfach!;None Handschuhfach [Noun]:Fach im Armaturenbrett eines Autos, in dem kleinere Gegenstände abgelegt werden können.;german,de,sentence::mining,Tatort,sentence::recognition"
