(<mark><b>Viento</b></mark>); Viento [Noun]:La primera definición de viento en el diccionario de la real academia de la lengua española es corriente de aire producida en la atmósfera por causas naturales Otro significado de viento en el diccionario es aire atmosférico Viento es también olor que como rastro dejan las piezas de caza.;spanish,es,sentence::mining,La Caza,sentence::recognition
(<mark><b>Música</b></mark> new age); Música [Noun]:La primera definición de música en el diccionario de la real academia de la lengua española es melodía, ritmo y armonía, combinados Otro significado de música en el diccionario es sucesión de sonidos modulados para recrear el oído Música es también concierto de instrumentos o voces, o de ambas cosas a la vez.;spanish,es,sentence::mining,La Caza,sentence::recognition
(Música <mark><b>new</b></mark> age); new [?]:None;spanish,es,sentence::mining,La Caza,sentence::recognition
(Música new <mark><b>age</b></mark>); age [?]:None;spanish,es,sentence::mining,La Caza,sentence::recognition
(<mark><b>Pájaros</b></mark>); Pájaros [?]:None;spanish,es,sentence::mining,La Caza,sentence::recognition
<mark><b>Buenos</b></mark> días.; Buenos [?]:None;spanish,es,sentence::mining,La Caza,sentence::recognition
<mark><b>Buenos</b></mark> días. <mark><b>Buenos</b></mark> días.; Buenos [?]:None;spanish,es,sentence::mining,La Caza,sentence::recognition
Buenos <mark><b>días</b></mark>.;"el día [Noun]:La primera definición de día en el diccionario de la real academia de la lengua española es tiempo que la Tierra emplea en dar una vuelta alrededor de su eje; equivale a 24 horas Otro significado de día en el diccionario es tiempo en que el Sol está sobre el horizonte Día es también luz del día.";spanish,es,sentence::mining,La Caza,sentence::recognition
Buenos <mark><b>días</b></mark>. Buenos <mark><b>días</b></mark>.;"el día [Noun]:La primera definición de día en el diccionario de la real academia de la lengua española es tiempo que la Tierra emplea en dar una vuelta alrededor de su eje; equivale a 24 horas Otro significado de día en el diccionario es tiempo en que el Sol está sobre el horizonte Día es también luz del día.";spanish,es,sentence::mining,La Caza,sentence::recognition
¿<mark><b>Has</b></mark> dormido bien?; Has [?]:None;spanish,es,sentence::mining,La Caza,sentence::recognition
¿Has <mark><b>dormido</b></mark> bien?; dormido [Adjective]:None;spanish,es,sentence::mining,La Caza,sentence::recognition
¿Has dormido <mark><b>bien</b></mark>?; bien [Noun]:La primera definición de bien en el diccionario de la real academia de la lengua española es aquello que en sí mismo tiene el complemento de la perfección en su propio género, o lo que es objeto de la voluntad, la cual ni se mueve ni puede moverse sino por el bien, sea verdadero o aprehendido falsamente como tal Otro significado de bien en el diccionario es utilidad, beneficio El bien de la patria Bien es también patrimonio, hacienda, caudal.;spanish,es,sentence::mining,La Caza,sentence::recognition
(<mark><b>Canta</b></mark> un gallo); Canta [Noun]:La definición de canta en el diccionario castellano es cantar, canción o copla Otro significado de canta en el diccionario es también copla popular escrita en octosílabos.;spanish,es,sentence::mining,La Caza,sentence::recognition
(Canta un <mark><b>gallo</b></mark>);el gallo [Noun]:La primera definición de gallo en el diccionario de la real academia de la lengua española es ave del orden de las Galliformes, de aspecto arrogante, cabeza adornada de una cresta roja, carnosa y ordinariamente erguida, pico corto, grueso y arqueado, carúnculas rojas y pendientes a uno y otro lado de la cara Tiene plumaje abundante, lustroso y a menudo con visos irisados, cola de catorce penas cortas y levantadas, sobre las que se alzan y prolongan en arco las cobijas, y tarsos fuertes, escamosos, armados de espolones largos y agudos Otro significado de gallo en el diccionario es pez marino del orden de los Acantopterigios, de unos 20 cm de largo, cabeza pequeña, boca prominente, cuerpo comprimido, verdoso por encima y plateado por el vientre, aletas pequeñas, la dorsal en forma de cresta de un gallo, y cola redonda Gallo es también en el juego del monte, las dos segundas cartas que echa el banquero y se colocan por debajo del albur.;spanish,es,sentence::mining,La Caza,sentence::recognition
No <mark><b>quiero</b></mark> que sea lunes.; querer [Noun]:La primera definición de querer en el diccionario de la real academia de la lengua española es desear o apetecer Otro significado de querer en el diccionario es amar, tener cariño, voluntad o inclinación a alguien o algo Querer es también tener voluntad o determinación de ejecutar algo.;spanish,es,sentence::mining,La Caza,sentence::recognition
Papá, date prisa. Quiero llegar antes al cole para jugar con la nieve.; querer [Noun]:La primera definición de querer en el diccionario de la real academia de la lengua española es desear o apetecer Otro significado de querer en el diccionario es amar, tener cariño, voluntad o inclinación a alguien o algo Querer es también tener voluntad o determinación de ejecutar algo.;spanish,es,sentence::mining,La Caza,sentence::recognition
No quiero que sea <mark><b>lunes</b></mark>.; lunes [Noun]:En el diccionario castellano lunes significa primer día de la semana, segundo de la semana litúrgica.;spanish,es,sentence::mining,La Caza,sentence::recognition
¡<mark><b>Está</b></mark> nevando! ¡<mark><b>Está</b></mark> nevando!; estar [Verb]:La primera definición de estar en el diccionario de la real academia de la lengua española es dicho de una persona o de una cosa: Existir, hallarse en este o aquel lugar, situación, condición o modo actual de ser Otro significado de estar en el diccionario es permanecer o hallarse con cierta estabilidad en un lugar, situación, condición, etc Estar es también tocar o atañer.;spanish,es,sentence::mining,La Caza,sentence::recognition
¡Está <mark><b>nevando</b></mark>! ¡Está <mark><b>nevando</b></mark>!; nevar [Verb]:La primera definición de nevar en el diccionario de la real academia de la lengua española es caer nieve Otro significado de nevar en el diccionario es poner blanco algo dándole este color o esparciendo en ello cosas blancas Nevar es también acertar.;spanish,es,sentence::mining,La Caza,sentence::recognition
¡<mark><b>Hala</b></mark>!;la hala [Interjection]:None;spanish,es,sentence::mining,La Caza,sentence::recognition
<mark><b>Papá</b></mark>, date prisa. Quiero llegar antes al cole para jugar con la nieve.; Papá [Noun]:La definición de papá en el diccionario castellano es padre Otro significado de papá en el diccionario es también el padre y la madre.;spanish,es,sentence::mining,La Caza,sentence::recognition
<mark><b>Papá</b></mark> se ducha y nosotras preparamos el desayuno.; Papá [Noun]:La definición de papá en el diccionario castellano es padre Otro significado de papá en el diccionario es también el padre y la madre.;spanish,es,sentence::mining,La Caza,sentence::recognition
Papá, <mark><b>date</b></mark> prisa. Quiero llegar antes al cole para jugar con la nieve.;el date [?]:None;spanish,es,sentence::mining,La Caza,sentence::recognition
Papá, date <mark><b>prisa</b></mark>. Quiero llegar antes al cole para jugar con la nieve.; prisa [Noun]:La primera definición de prisa en el diccionario de la real academia de la lengua española es prontitud y rapidez con que sucede o se ejecuta algo Otro significado de prisa en el diccionario es necesidad o deseo de ejecutar algo con urgencia Prisa es también rebato, escaramuza o pelea muy encendida y confusa.;spanish,es,sentence::mining,La Caza,sentence::recognition
No quiero que sea lunes.; Quiero [?]:None;spanish,es,sentence::mining,La Caza,sentence::recognition
